2023-03-26 22:48:00	59317
2023-03-27 12:24:00	77000
2023-03-27 18:41:00	94738
2023-03-27 20:01:00	100000
2023-03-27 21:20:00	105777
2023-03-27 21:21:00	105837
2023-03-28 07:09:00	120000
2023-03-28 08:50:46	127692
2023-03-28 09:06:47	128933
2023-03-28 09:21:50	130013
2023-03-28 09:31:25	130694
2023-03-28 09:35:54	131000
2023-03-28 09:41:18	131403
2023-03-28 09:51:29	132046
2023-03-28 10:06:47	133035
2023-03-28 10:25:27	134118
2023-03-28 10:34:29	134637
2023-03-28 10:41:23	135068
2023-03-28 10:51:27	135673
2023-03-28 11:04:33	136339
2023-03-28 11:17:31	137079
2023-03-28 11:23:44	137393
2023-03-28 11:31:27	137813
2023-03-28 11:41:14	138300
2023-03-28 11:51:12	138765
2023-03-28 12:12:08	139696
2023-03-28 12:47:47	141145
2023-03-28 13:09:15	141998
2023-03-28 13:28:59	142767
2023-03-28 13:37:11	143096
2023-03-28 13:43:10	143374
2023-03-28 13:51:14	143753
2023-03-28 14:06:41	144443
2023-03-28 14:22:51	145048
2023-03-28 14:32:41	145363
2023-03-28 14:41:13	145631
2023-03-28 14:51:20	145978
2023-03-28 15:06:58	146559
2023-03-28 15:23:43	147176
2023-03-28 15:32:18	147560
2023-03-28 15:41:48	147906
2023-03-28 15:51:54	148335
2023-03-28 16:10:57	149273
2023-03-28 16:47:02	150937
2023-03-28 16:56:49	151388
2023-03-28 17:07:49	151882
2023-03-28 17:23:27	152582
2023-03-28 17:31:23	152935
2023-03-28 17:41:12	153950
2023-03-28 17:51:10	154507
2023-03-28 18:07:52	155311
2023-03-28 18:27:13	156113
2023-03-28 18:36:39	156540
2023-03-28 18:42:38	156809
2023-03-28 18:51:15	157305
2023-03-28 19:03:38	157958
2023-03-28 19:16:30	158561
2023-03-28 19:22:24	158828
2023-03-28 19:31:25	159212
2023-03-28 19:41:22	159643
2023-03-28 19:51:24	160064
2023-03-28 20:07:01	160679
2023-03-28 20:22:58	161253
2023-03-28 20:31:30	161564
2023-03-28 20:41:23	161872
2023-03-28 20:51:26	162267
2023-03-28 21:04:29	162707
2023-03-28 21:17:53	163128
2023-03-28 21:24:11	163310
2023-03-28 21:31:25	163489
2023-03-28 21:41:30	163765
2023-03-28 21:51:21	163983
2023-03-28 22:05:13	164252
2023-03-28 22:20:19	164490
