2023-05-01 15:21:38	3083
2023-05-01 15:26:23	3083
2023-05-01 15:33:48	3085
2023-05-01 15:42:10	3085
2023-05-01 15:48:55	3085
2023-05-01 15:52:10	3085
2023-05-01 16:07:06	3085
2023-05-01 16:20:54	3085
2023-05-01 16:32:16	3085
2023-05-01 16:42:12	3085
2023-05-01 16:52:25	3086
2023-05-01 17:07:39	3088
2023-05-01 17:21:14	3088
2023-05-01 17:32:31	3088
2023-05-01 17:42:27	3088
2023-05-01 17:52:23	3090
2023-05-01 18:09:33	3090
2023-05-01 18:28:56	3093
2023-05-01 18:39:12	3094
2023-05-01 18:46:15	3095
2023-05-01 18:53:20	3096
2023-05-01 19:06:34	3098
2023-05-01 19:20:11	3100
2023-05-01 19:27:04	3100
2023-05-01 19:34:23	3100
2023-05-01 19:42:15	3101
2023-05-01 19:52:16	3101
2023-05-01 20:09:18	3103
2023-05-01 20:25:51	3103
2023-05-01 20:33:00	3104
